Unnamed: 0,title,description,job_level,languages,assessment_length,downloads,url,test_type,content_hash
197,Mobility (New),multichoice test that measures the knowledge on topics related to mobility and mobile computing,midprofessional professional individual contributor,english usa,9.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Mobility (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/mobility-new/,k,bf3e52b7d533e6adb26957f0b4de24d5
198,C Programming (New),multichoice test that measures the knowledge of c programming basics functions arrays composed data types and advanced c concepts like slf file handling and dynamic memory,midprofessional professional individual contributor,english usa,10.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/C Programming (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/c-programming-new/,k,b2a9232ff8b26ebc568316b07948fb62
199,SVAR - Spoken French (Canadian) (New),test automatis de franais parl qui value laisance la prononciation lcoute active le vocabulaire la grammaire et la comprhension du franais parl your use of this assessment product may be subject to new york city law 144 regulation of the use of automated employment decision tools dated july 5 2023 compliance with law 144 is your responsibility read more on httpswwwshlcomlegalshlusregulatorycompliance,entrylevel,french canada,360.0,"[{'name': 'Product Flyer', 'url': 'https://service.shl.com/docs/Language Assessment Flyer.pdf', 'language': 'Multi-language'}, {'name': 'Fact Sheet', 'url': 'https://service.shl.com/docs/SVAR - Spoken French (Canadian).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-canadian-new/,s,9336b3dc36f771ea5349a52fd4411d05
201,RemoteWorkQ Manager Report,using the apta architecture to focus on the relevant competency behaviors in the universal competency framework shl developed the remoteworkq to measure selfreported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three competency areas o work relationships o work habits o selfdevelopment wellbeing the remoteworkq is intended for use across job families and levels for which working in a remote environment is important for the role this report is designed to help you be more successful in a remote working environment by providing o insights into your identified strengths and potential risks for working remotely o individualized coaching tips on how you can use your identified strengths to overcome risks,,,,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/RemoteWorkQ Manager Sample UKE.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/RemoteWorkQ Manager Sample NAS.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/RemoteWorkQ Manager Report USE.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/RemoteWorkQ Manager Sample ARB.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/RemoteWorkQ Manager Sample CHS.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/RemoteWorkQ Manager Sample IND.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/RemoteWorkQ Manager Sample ITA.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/RemoteWorkQ Manager Sample ESP.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/RemoteWorkQ Manager Sample BRA.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/remoteworkq-manager-report/,c,ac895bda4d809f9ae2bc2f7a08d7cf14
202,Chemical Engineering (New),multichoice test that measures the conceptual knowledge of transport phenomena chemical process engineering and technology chemical process principles stoichiometry and process calculations,graduate midprofessional professional individual contributor,english usa,13.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Chemical Engineering (New).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/SHL Chemical Engineering (New) Sample Report.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/chemical-engineering-new/,k,7f1d373b9847d93f968d75680563e6e2
203,Entry Level Technical Support Solution,the precise fit entry level technical support solution is for entrylevel positions in which employees provide technical assistance to computer users in a contact center environment sample tasks for these jobs include but are not limited to answer questions or resolve computer problems for clients in person via telephone or electronically provide assistance concerning the use of computer hardware and software including printing installation word processing electronic mail and operating systems report language availability english usa,entrylevel,latin american spanish german chinese simplified finnish danish english usa english international french canada italian french dutch norwegian swedish arabic,18.0,"[{'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Entry_Level_Technical_Support_-_Interview Report.pdf', 'language': 'Multi-language'}, {'name': 'Product fact sheet', 'url': 'https://service.shl.com/docs/Precise Fit_EntryLevel Tech_Fact Sheet.pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Entry_Level_Technical_Support_-_Detailed_Report.pdf', 'language': 'Multi-language'}, {'name': 'Development Report', 'url': 'https://service.shl.com/docs/Entry_Level_Technical_Support_-_Development Report.pdf', 'language': 'Multi-language'}, {'name': 'Product fact sheet', 'url': 'https://service.shl.com/docs/Precise Fit_EntryLevel Tech_Fact Sheet CHS.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/entry-level-technical-support-solution/,p c,84d83b51a10e528838e9898f0affadbb
204,Linux Operating System,multichoice test that measures the knowledge of linux system command line filesystem memory management and process management,entrylevel general population graduate professional individual contributor,english usa,15.0,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Linux Operating System US English.pdf', 'language': 'Multi-language'}, {'name': 'Fact Sheet', 'url': 'https://service.shl.com/docs/Linux Operating System - Technical Manual Supplement.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/linux-operating-system/,k,7bb75fba68e70f8176ca85a4cf5ccacb
206,AI Skills,the ai skills assessment measures the skills that help candidates successfully leverage ai in their work,general population,english usa,16.0,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Sample_Candidate_sample.candidate@shl931.com_AISkillsCandidateReport_1572760.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Sample_Candidate_sample.candidate@shl931.com_AISkillsRecruiterReport_1572760.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/ai-skills/,p,33a54fa29f3f3e327ecbcd747565088c
207,Reading Comprehension - English v1,the reading comprehension english assessment provides a general measure of english reading comprehension this test is comprised of items that contain a passage that you must read in order to answer the question being asked the questions focus on the candidates ability to demonstrate an understanding of the passage questions may be specific in nature with answers that can be found almost word for word in the passage for example the question may ask for a date name or place that can be found by closely reading through the passage alternatively the questions may be general in nature with answers that can be determined only by fully understanding the meaning of the passage what is the theme of the passage or what is the mood of the author are examples of general questions the candidate may be asked,entrylevel front line manager manager midprofessional professional individual contributor,english usa,35.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Reading Comprehension - English.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-english-v1/,a,c50be128fe03313177f5d75346b3b476
208,Smart Interview Live Coding,smart interview live coding is a realtime online coding interview with a compiler interface it enables onetoone panel and group interviews use smart interview live coding to comprehensively evaluate candidates skills across various technical roles and hire the best coding talent the language availability for the candidate and interviewer interface is english us simplified chinese castilian spanish japanese please note that the questions themselves are available as standard in us english only the language availability for the admin interface is us english only,graduate manager midprofessional professional individual contributor entrylevel,english usa,360.0,"[{'name': 'Flyer', 'url': 'https://service.shl.com/docs/Tech Hire Solutions Flyer.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/smart-interview-live-coding/,k,d4c377668b14671105310894d12e80f5
210,SVAR - Spoken English (U.K.),an automated spoken english test that measures fluency pronunciation active listening vocabulary grammar and spoken english understanding your use of this assessment product may be subject to new york city law 144 regulation of the use of automated employment decision tools dated july 5 2023 compliance with law 144 is your responsibility read more on httpswwwshlcomlegalshlusregulatorycompliance,entrylevel,english international,360.0,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/SVAR TC Sample Report.pdf', 'language': 'Multi-language'}, {'name': 'Fact Sheet', 'url': 'https://service.shl.com/docs/SVAR - Spoken English (U.K.).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-u-k/,s,9031bb5cc2a4e9968129d67db1dcd6ad
211,Reading Comprehension v2,the reading comprehension english assessment provides a general measure of english reading comprehension this test is comprised of items that contain a passage that you must read in order to answer the question being asked the questions focus on the candidates ability to demonstrate an understanding of the passage questions may be specific in nature with answers that can be found almost word for word in the passage for example the question may ask for a date name or place that can be found by closely reading through the passage alternatively the questions may be general in nature with answers that can be determined only by fully understanding the meaning of the passage what is the theme of the passage or what is the mood of the author are examples of general questions the candidate may be asked,entrylevel front line manager manager midprofessional professional individual contributor,english usa,35.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Reading Comprehension - English.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-v2/,a,ebdb296cbcb38e451cf72fb5a0e4dc55
212,Apache Hadoop (New),multichoice test that measures the knowledge of basic concepts of hadoop commands hdfs and mapreduce,midprofessional professional individual contributor,english usa,7.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Apache Hadoop (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/apache-hadoop-new/,k,49e6aa58fd67312e37b0626264195a6e
213,PJM Development Report,the personjob match report is unique in that it matches the performance potential of the individual to the jobs specific competencies this provides you with a comprehensive and insightful understanding of personjob fit the pjm development report is written to support competency focused development of an individual in a development context this report can be used to identify specific areas of strength and weakness that may impact on the individuals performanceas the basis for identifying areas for development and development planning for discussing fit to future roles and career planning,midprofessional graduate manager,,,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/PJM Development Report %2B Interview Questions English International.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/PJM Development Report English International.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/PJM Development Report Short Form English International.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/PJM Development Report French (Canada).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Sample_Candidate_PJM Development Report(ShortForm)_NAS.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/PJM Development Report %2B Interview Questions English (US).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/PJM Development Report English (US).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/PJM Development Report Short Form English (US).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/PJM Development Report Italian.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/pjm-development-report/,c a p,5439c0a279545ad429de5b78c4074a44
215,Oracle PL/SQL (New),multichoice test that measures the knowledge of sql queries relational database concepts and specific oracle plsql features,midprofessional professional individual contributor,english usa,11.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Oracle PL_SQL (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/oracle-plsql-new/,k,86810be32fea282570cbf54d68083b6c
216,MFS 360 UCF Performance Potential Dev Tips Report,,,,,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MFS_Sample_Report_PandPwithDevTips_UKE.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MFS_Sample_Report_PandPwithDevTips_CanFR.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MFS_Sample_Report_PandPwithDevTips_SpaLA.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MFS_Sample_Report_PandPwithDevTips_USE.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MFS_Sample_Report_PandPwithDevTips_CN.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MFS_Sample_Report_PandPwithDevTips_IND.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MFS_Sample_Report_PandPwithDevTips_JP.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MFS_Sample_Report_PandPwithDevTips_KOR.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MFS_Sample_Report_PandPwithDevTips_CZ.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MFS_Sample_Report_PandPwithDevTips_DK.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MFS_Sample_Report_PandPwithDevTips_NL.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MFS_Sample_Report_PandPwithDevTips_FIN.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MFS_Sample_Report_PandPwithDevTips_FR.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MFS_Sample_Report_PandPwithDevTips_DE.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MFS_Sample_Report_PandPwithDevTips_HU.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MFS_Sample_Report_PandPwithDevTips_IT.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MFS_Sample_Report_PandPwithDevTips_NO.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MFS_Sample_Report_PandPwithDevTips_POL.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MFS_Sample_Report_PandPwithDevTips_POR.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MFS_Sample_Report_PandPwithDevTips_RUS.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MFS_Sample_Report_PandPwithDevTips_SP.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MFS_Sample_Report_PandPwithDevTips_SE.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MFS_Sample_Report_PandPwithDevTips_TUR.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MFS_Sample_Report_PandPwithDevTips_IC.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MFS_Sample_Report_PandPwithDevTips_BrPOR.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/mfs-360-ucf-performance-potential-dev-tips-report/,d,d7d12181b0c96fc79a111078ef3f4f60
217,Verify - G+,the g test is part of the verify suite of cognitive ability tests the test is designed to measure three types of ability numerical deductive and inductive there are 30 questions in the test with 10 questions for each of the three abilities measured sample tasks for jobs that may require these abilities include but are not limited to evaluating arguments analyzing scenarios working with data doing mathematical computations interpreting graphs and tables and drawing logical conclusions the g test due to its adaptive nature is appropriate for all,and roles job levels general population graduate manager midprofessional professional individual contributor supervisor director entrylevel executive front line manager,romanian english usa english international french canada latin american spanish arabic dutch french german swedish chinese simplified chinese traditional czech danish greek hungarian italian korean norwegian polish portuguese thai turkish finnish japanese spanish indonesian russian slovak serbian portuguese brazil vietnamese,36.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify_G plus_Fact_Sheet.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify G plus Fact Sheet - Simplified Chinese.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify G plus Fact Sheet - Danish.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify G plus Fact Sheet - Dutch.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify G plus Fact Sheet - Finnish.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify G plus Fact Sheet - French.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify G plus Fact Sheet - German.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify G plus Fact Sheet - Italian.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify G plus Fact Sheet - Norwegian.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Verify G plus Fact Sheet - Swedish.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/verify-g/,a,cb6473ec3ae9acd5a787fdd3eec3c4b0
218,HTML/CSS (New),multichoice test that measures the knowledge of html to create a user interface and css to stylize it,midprofessional professional individual contributor,english usa,12.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/HTML_CSS (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/htmlcss-new/,k,55ff9ebb7b8c63288274d15bb35a369a
219,Telecommunications Engineering (New),multichoice test that measures the knowledge of analog communication digital communication electromagnetism and microwave engineering,graduate manager midprofessional professional individual contributor supervisor,english usa,7.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Telecommunications Engineering (New).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/SHL Telecommunications Engineering (New) Sample Report.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/telecommunications-engineering-new/,k,9d55e72b952c7bbdab52b83f91ee8015
221,MS Office Basic Computer Literacy (Sim) (New),simulation based test that measures the ability to use basic computer operations browser navigation ms office and email,entrylevel graduate manager midprofessional professional individual contributor supervisor,english usa,5.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/MS Office Basic Computer Literacy (Simulation) (New).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/MS Office Basic Computer Literacy (sim) (New) Sample Report.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/ms-office-basic-computer-literacy-sim-new/,s,af173219a0ce1db92f4971dbd758117c
222,Linux Programming (General),the linux programming general test measures knowledge of programming in a linux environment designed for experienced programmers this test covers the following topics autoconfautomake makefiles c programming c debugging programs linux programming concepts platform independence revision control rpccorba and x programming,midprofessional professional individual contributor,english usa,25.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/BB_Fact_Sheet_LinuxProgrammingGeneral.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/linux-programming-general/,k,92a2d68ec8e1aa35293f7ed913ecaf1a
223,Econometrics (New),multichoice test that measures the knowledge of statistical concepts exploratory analysis and statistical testing required to analyze economic data,graduate midprofessional professional individual contributor,english usa,11.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Econometrics (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/econometrics-new/,k,ade848e9b88e88058b321ed76130bc13
225,Search Engine Optimization (New),multichoice test that measures the knowledge on the concepts of need of seo seo planning seo strategies seo software tools and exchanging links,graduate midprofessional professional individual contributor,english usa,12.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Search Engine Optimization (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/search-engine-optimization-new/,k,b7a95732e90e555b9a103e9a7165423f
226,Reading Comprehension - Spanish v1,the reading comprehension spanish assessment provides a general measure of spanish reading comprehension this test is comprised of items that contain a passage that must read in order to answer the question being asked the questions focus on the ability to demonstrate an understanding of the passage questions may be specific in nature with answers that can be found almost word for word in the passage for example the question may ask for a date name or place that can be found by closely reading through the passage alternatively the questions may be general in nature with answers that can be determined only by fully understanding the meaning of the passage what is the theme of the passage or what is the mood of the author are examples of general questions that may be asked,entrylevel front line manager manager midprofessional professional individual contributor,latin american spanish,26.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Reading Comprehension - Spanish.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-spanish-v1/,a,3651574837d949a83e7a2dd6bbcac90b
227,Manufacturing & Industrial - Mechanical Focus 8.0,the manufacturing industrial mechanical focus 80 jobfocused assessment measures the behaviors that underlie successful and safe performance in an industrialmanufacturing setting this solution assesses mechanical comprehension and other foundational behaviors including behaving safely in the workplace applying domainrelated expertise offering practical solutions and attending to multiple tasks potential job titles that use this solution include machine and equipment operators assemblers and fitters and maintenancerepair workers,entrylevel graduate manager midprofessional professional individual contributor,english usa english international italian japanese latin american spanish chinese simplified,31.0,"[{'name': 'Fact Sheet', 'url': 'https://service.shl.com/docs/Manufacturing & Industrial - Mechanical Focus 8.0 JFA Product Fact Sheet.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report (Candidate)', 'url': 'https://service.shl.com/docs/Manufacturing Industrial Mechanical 8.0 JFA Candidate Report US English.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report (Interview)', 'url': 'https://service.shl.com/docs/Manufacturing Industrial Mechanical 8.0 JFA Interview Report US English.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report (Detailed)', 'url': 'https://service.shl.com/docs/Manufacturing Industrial Mechanical 8.0 JFA Mechanical Detailed Report US English.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/mechanical-focus-8-0/,a p,026dceb71cbfad25edc0bebdba834be5
228,OPQ UCF Development Action Planner Report 2.0,this opq occupational personality questionnaire report provides clear and relevant information about an individuals strengths and areas for development for use in staff development and onboarding situations,,,,"[{'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Development Action Planner 2.0 International English.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Development Action Planner 2.0 Canadian French.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Development Action Planner 2.0 LA Spanish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Development Action Planner 2.0 US English.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Development Action Planner 2.0 Japanese.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Development Action Planner Report 2.0 Finnish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Development Action Planner 2.0 French.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Development Action Planner 2.0 German.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Development Action Planner 2.0 Italian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Development Action Planner 2.0 Norwegian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Development Action Planner Report 2.0 Serbian.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Development Action Planner 2.0 Swedish.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Development Action Planner 2.0 Brazilian Portuguese.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Development Action Planner 2.0 Thai.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/opq-ucf-development-action-planner-report-2-0/,p,cbe849e0583d3edcd0202e8ef72bdd52
229,Electronics and Semiconductor Engineering (New),multichoice test that measures the knowledge of semiconductors two terminal and three terminal devices analog electronics digital electronics and basics of vlsi,graduate midprofessional professional individual contributor,english usa,7.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Electronics and Semiconductor Engineering (New).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/SHL Electronics and Semiconductor (New) Sample Report.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/electronics-and-semiconductor-engineering-new/,k,7c42919bc4ff986c19dd26b3f822c2dd
230,Split Screen Typing Test - Form 1,this test measures speed and accuracy in typing text presented on the computer screen in this assessment the text original is displayed directly above the area in which the test taker must enter the response the test taker will not need a printed original for the evaluation this test calculates a score based on the total number of keystrokes time taken and number of errors made when typing six passages this split screen typing test uses the following method to determine the net words per minute score net words per minute gross words per minute time taken total errors time taken,entrylevel,english usa english australia english international,6.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Fact_Sheet_Split Screen Typing.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/split-screen-typing-test-form-1/,a k,0c3397d432eedb87ab85074c641559f0
